iso3,year,salt_intake_pd_median,salt_intake_pd_median_female,salt_intake_pd_median_male
SEN,2000,1.61,1.51,1.61
SEN,2001,1.62,1.51,1.62
SEN,2002,1.62,1.51,1.62
SEN,2003,1.62,1.52,1.63
SEN,2004,1.62,1.52,1.63
SEN,2005,1.62,1.51,1.64
SEN,2006,1.63,1.52,1.63
SEN,2007,1.63,1.53,1.63
SEN,2008,1.63,1.53,1.63
SEN,2009,1.63,1.53,1.63
SEN,2010,1.65,1.54,1.64
SEN,2011,1.63,1.54,1.64
SEN,2012,1.64,1.54,1.64
SEN,2013,1.64,1.54,1.64
SEN,2014,1.64,1.54,1.64
SEN,2015,1.64,1.56,1.64
SEN,2016,1.64,1.55,1.64
SEN,2017,1.65,1.55,1.64
SEN,2018,1.64,1.54,1.64
SEN,2019,1.65,1.56,1.65
SEN,2020,1.65,1.56,1.65
SGP,2000,0.0,0.0,0.0
SGP,2001,0.0,0.0,0.0
SGP,2002,0.0,0.0,0.0
SGP,2003,0.0,0.0,0.0
SGP,2004,0.0,0.0,0.0
SGP,2005,0.0,0.0,0.0
SGP,2006,0.0,0.0,0.0
SGP,2007,0.0,0.0,0.0
SGP,2008,0.0,0.0,0.0
SGP,2009,0.0,0.0,0.0
SGP,2010,0.0,0.0,0.0
SGP,2011,0.0,0.0,0.0
SGP,2012,0.0,0.0,0.0
SGP,2013,0.0,0.0,0.0
SGP,2014,0.0,0.0,0.0
SGP,2015,0.0,0.0,0.0
SGP,2016,0.0,0.0,0.0
SGP,2017,0.0,0.0,0.0
SGP,2018,0.0,0.0,0.0
SGP,2019,0.0,0.0,0.0
SGP,2020,0.0,0.0,0.0
SLB,2000,1.31,1.27,1.3
SLB,2001,1.32,1.27,1.3
SLB,2002,1.32,1.27,1.3
SLB,2003,1.32,1.27,1.3
SLB,2004,1.32,1.27,1.3
SLB,2005,1.33,1.26,1.3
SLB,2006,1.32,1.28,1.3
SLB,2007,1.32,1.28,1.3
SLB,2008,1.32,1.28,1.3
SLB,2009,1.33,1.28,1.3
SLB,2010,1.33,1.3,1.3
SLB,2011,1.33,1.28,1.3
SLB,2012,1.33,1.29,1.3
SLB,2013,1.33,1.29,1.3
SLB,2014,1.33,1.29,1.3
SLB,2015,1.33,1.29,1.31
SLB,2016,1.33,1.29,1.3
SLB,2017,1.33,1.29,1.3
SLB,2018,1.33,1.29,1.3
SLB,2019,1.33,1.3,1.3
SLB,2020,1.34,1.3,1.3
SLE,2000,1.94,1.82,1.94
SLE,2001,1.94,1.83,1.95
SLE,2002,1.94,1.83,1.95
SLE,2003,1.95,1.83,1.95
SLE,2004,1.95,1.83,1.95
SLE,2005,1.95,1.84,1.96
SLE,2006,1.95,1.84,1.95
SLE,2007,1.95,1.84,1.95
SLE,2008,1.95,1.84,1.94
SLE,2009,1.95,1.84,1.94
SLE,2010,1.95,1.85,1.94
SLE,2011,1.95,1.84,1.94
SLE,2012,1.95,1.84,1.94
SLE,2013,1.95,1.84,1.94
SLE,2014,1.95,1.84,1.94
SLE,2015,1.96,1.86,1.95
SLE,2016,1.95,1.85,1.94
SLE,2017,1.96,1.85,1.94
SLE,2018,1.95,1.83,1.93
SLE,2019,1.96,1.85,1.94
SLE,2020,1.96,1.85,1.94
SLV,2000,2.99,2.84,2.98
SLV,2001,3.03,2.88,3.01
SLV,2002,3.03,2.88,3.02
SLV,2003,3.03,2.89,3.02
SLV,2004,3.04,2.89,3.02
SLV,2005,3.07,2.92,3.07
SLV,2006,3.04,2.89,3.02
SLV,2007,3.05,2.89,3.02
SLV,2008,3.05,2.89,3.03
SLV,2009,3.05,2.89,3.03
SLV,2010,3.07,2.93,3.03
SLV,2011,3.06,2.9,3.03
SLV,2012,3.06,2.9,3.03
SLV,2013,3.07,2.9,3.03
SLV,2014,3.07,2.9,3.03
SLV,2015,3.09,2.92,3.02
SLV,2016,3.08,2.9,3.04
SLV,2017,3.08,2.9,3.04
SLV,2018,3.05,2.86,3.04
SLV,2019,3.09,2.91,3.04
SLV,2020,3.09,2.91,3.04
SRB,2000,1.61,1.49,1.71
SRB,2001,1.62,1.5,1.72
SRB,2002,1.62,1.5,1.72
SRB,2003,1.62,1.5,1.72
SRB,2004,1.61,1.49,1.71
SRB,2005,1.63,1.51,1.73
SRB,2006,1.61,1.49,1.71
SRB,2007,1.61,1.49,1.71
SRB,2008,1.61,1.49,1.71
SRB,2009,1.61,1.49,1.71
SRB,2010,1.6,1.48,1.7
SRB,2011,1.61,1.49,1.71
SRB,2012,1.61,1.49,1.71
SRB,2013,1.6,1.48,1.7
SRB,2014,1.6,1.48,1.7
SRB,2015,1.6,1.48,1.7
SRB,2016,1.6,1.48,1.7
SRB,2017,1.6,1.48,1.7
SRB,2018,1.6,1.48,1.7
SRB,2019,1.6,1.48,1.7
SRB,2020,1.6,1.48,1.7
SSD,2000,1.84,1.74,1.84
SSD,2001,1.86,1.76,1.86
SSD,2002,1.85,1.75,1.86
SSD,2003,1.85,1.75,1.85
SSD,2004,1.84,1.74,1.85
SSD,2005,1.87,1.78,1.87
SSD,2006,1.84,1.74,1.84
SSD,2007,1.83,1.73,1.83
SSD,2008,1.83,1.73,1.83
SSD,2009,1.82,1.72,1.82
SSD,2010,1.82,1.71,1.84
SSD,2011,1.81,1.71,1.82
SSD,2012,1.81,1.71,1.81
SSD,2013,1.81,1.71,1.81
SSD,2014,1.8,1.7,1.8
SSD,2015,1.79,1.68,1.78
SSD,2016,1.79,1.69,1.79
SSD,2017,1.79,1.69,1.79
SSD,2018,1.78,1.69,1.78
SSD,2019,1.78,1.68,1.78
SSD,2020,1.78,1.67,1.77
STP,2000,1.95,1.83,1.94
STP,2001,1.94,1.83,1.93
STP,2002,1.94,1.83,1.94
STP,2003,1.94,1.83,1.94
STP,2004,1.94,1.83,1.94
STP,2005,1.94,1.82,1.93
STP,2006,1.95,1.84,1.94
STP,2007,1.95,1.84,1.94
STP,2008,1.95,1.84,1.94
STP,2009,1.95,1.84,1.94
STP,2010,1.94,1.86,1.94
STP,2011,1.95,1.84,1.95
STP,2012,1.95,1.84,1.95
STP,2013,1.95,1.84,1.95
STP,2014,1.95,1.84,1.95
STP,2015,1.95,1.85,1.96
STP,2016,1.95,1.84,1.95
STP,2017,1.95,1.84,1.95
STP,2018,1.95,1.83,1.95
STP,2019,1.95,1.85,1.95
STP,2020,1.95,1.85,1.96
SUR,2000,2.98,2.83,2.99
SUR,2001,2.98,2.83,2.99
SUR,2002,2.99,2.84,2.99
SUR,2003,2.99,2.84,3.0
SUR,2004,3.0,2.84,3.0
SUR,2005,2.98,2.82,2.99
SUR,2006,3.01,2.85,3.0
SUR,2007,3.01,2.86,3.0
SUR,2008,3.01,2.86,3.0
SUR,2009,3.02,2.87,3.01
SUR,2010,3.06,2.92,3.03
SUR,2011,3.03,2.88,3.01
SUR,2012,3.03,2.88,3.01
SUR,2013,3.04,2.89,3.01
SUR,2014,3.04,2.89,3.02
SUR,2015,3.03,2.87,3.0
SUR,2016,3.05,2.9,3.02
SUR,2017,3.06,2.9,3.02
SUR,2018,3.06,2.91,3.03
SUR,2019,3.06,2.91,3.03
SUR,2020,3.07,2.92,3.03
SVK,2000,2.03,1.88,2.08
SVK,2001,2.05,1.88,2.1
SVK,2002,2.05,1.88,2.1
SVK,2003,2.05,1.88,2.11
SVK,2004,2.06,1.89,2.11
SVK,2005,2.08,1.88,2.13
SVK,2006,2.07,1.89,2.12
SVK,2007,2.07,1.89,2.12
SVK,2008,2.07,1.9,2.12
SVK,2009,2.08,1.9,2.13
SVK,2010,2.08,1.91,2.14
SVK,2011,2.08,1.91,2.13
SVK,2012,2.09,1.91,2.14
SVK,2013,2.09,1.91,2.14
SVK,2014,2.09,1.91,2.14
SVK,2015,2.1,1.91,2.14
SVK,2016,2.1,1.92,2.15
SVK,2017,2.1,1.92,2.15
SVK,2018,2.1,1.93,2.15
SVK,2019,2.11,1.93,2.16
SVK,2020,2.11,1.93,2.16
SVN,2000,2.16,2.07,2.23
SVN,2001,2.15,2.06,2.23
SVN,2002,2.15,2.06,2.23
SVN,2003,2.15,2.06,2.23
SVN,2004,2.16,2.07,2.23
SVN,2005,2.14,2.05,2.22
SVN,2006,2.16,2.07,2.23
SVN,2007,2.16,2.07,2.23
SVN,2008,2.16,2.07,2.23
SVN,2009,2.16,2.07,2.23
SVN,2010,2.17,2.08,2.24
SVN,2011,2.16,2.07,2.24
SVN,2012,2.16,2.07,2.24
SVN,2013,2.17,2.08,2.24
SVN,2014,2.17,2.08,2.24
SVN,2015,2.17,2.08,2.24
SVN,2016,2.17,2.08,2.24
SVN,2017,2.17,2.08,2.24
SVN,2018,2.17,2.08,2.24
SVN,2019,2.17,2.08,2.24
SVN,2020,2.17,2.08,2.24
SWE,2000,1.4,1.35,1.45
SWE,2001,1.41,1.36,1.46
SWE,2002,1.41,1.36,1.46
SWE,2003,1.41,1.36,1.46
SWE,2004,1.41,1.36,1.46
SWE,2005,1.42,1.37,1.47
SWE,2006,1.41,1.36,1.46
SWE,2007,1.42,1.37,1.46
SWE,2008,1.42,1.37,1.46
SWE,2009,1.42,1.37,1.47
SWE,2010,1.42,1.37,1.47
SWE,2011,1.42,1.37,1.47
SWE,2012,1.42,1.37,1.47
SWE,2013,1.43,1.38,1.47
SWE,2014,1.43,1.38,1.47
SWE,2015,1.43,1.38,1.47
SWE,2016,1.43,1.38,1.47
SWE,2017,1.43,1.38,1.47
SWE,2018,1.43,1.38,1.47
SWE,2019,1.43,1.38,1.47
SWE,2020,1.44,1.39,1.48
SWZ,2000,1.66,1.58,1.64
SWZ,2001,1.68,1.6,1.66
SWZ,2002,1.68,1.6,1.66
SWZ,2003,1.67,1.59,1.66
SWZ,2004,1.67,1.59,1.65
SWZ,2005,1.71,1.63,1.69
SWZ,2006,1.67,1.58,1.65
SWZ,2007,1.67,1.58,1.65
SWZ,2008,1.66,1.57,1.65
SWZ,2009,1.66,1.57,1.65
SWZ,2010,1.65,1.55,1.64
SWZ,2011,1.66,1.56,1.65
SWZ,2012,1.65,1.56,1.65
SWZ,2013,1.65,1.56,1.64
SWZ,2014,1.65,1.55,1.64
SWZ,2015,1.63,1.54,1.62
SWZ,2016,1.65,1.54,1.64
SWZ,2017,1.64,1.54,1.64
SWZ,2018,1.65,1.54,1.65
SWZ,2019,1.64,1.53,1.64
SWZ,2020,1.64,1.53,1.64
SYC,2000,1.84,1.72,1.83
SYC,2001,1.86,1.73,1.86
SYC,2002,1.85,1.73,1.85
SYC,2003,1.85,1.73,1.85
SYC,2004,1.84,1.73,1.84
SYC,2005,1.88,1.75,1.89
SYC,2006,1.83,1.72,1.83
SYC,2007,1.83,1.72,1.83
SYC,2008,1.83,1.72,1.82
SYC,2009,1.82,1.72,1.82
SYC,2010,1.8,1.71,1.8
SYC,2011,1.81,1.71,1.81
SYC,2012,1.81,1.71,1.8
SYC,2013,1.8,1.71,1.8
SYC,2014,1.8,1.7,1.79
SYC,2015,1.78,1.7,1.77
SYC,2016,1.79,1.7,1.78
SYC,2017,1.79,1.7,1.78
SYC,2018,1.79,1.69,1.78
SYC,2019,1.78,1.69,1.77
SYC,2020,1.77,1.69,1.76
SYR,2000,4.61,4.32,4.61
SYR,2001,4.65,4.33,4.67
SYR,2002,4.66,4.34,4.68
SYR,2003,4.67,4.35,4.69
SYR,2004,4.68,4.37,4.71
SYR,2005,4.75,4.4,4.77
SYR,2006,4.7,4.39,4.73
SYR,2007,4.72,4.4,4.75
SYR,2008,4.73,4.41,4.76
SYR,2009,4.74,4.42,4.78
SYR,2010,4.74,4.4,4.8
SYR,2011,4.76,4.45,4.8
SYR,2012,4.77,4.46,4.82
SYR,2013,4.78,4.47,4.83
SYR,2014,4.79,4.48,4.84
SYR,2015,4.77,4.48,4.87
SYR,2016,4.81,4.51,4.87
SYR,2017,4.82,4.52,4.89
SYR,2018,4.84,4.56,4.87
SYR,2019,4.84,4.54,4.91
SYR,2020,4.85,4.56,4.93
TCD,2000,1.94,1.83,1.92
TCD,2001,1.94,1.83,1.93
TCD,2002,1.94,1.83,1.93
TCD,2003,1.94,1.83,1.93
TCD,2004,1.94,1.84,1.94
TCD,2005,1.94,1.82,1.95
TCD,2006,1.95,1.84,1.94
TCD,2007,1.95,1.84,1.94
TCD,2008,1.95,1.84,1.95
TCD,2009,1.95,1.84,1.95
TCD,2010,1.96,1.87,1.95
TCD,2011,1.95,1.85,1.95
TCD,2012,1.96,1.85,1.96
TCD,2013,1.96,1.85,1.96
TCD,2014,1.96,1.85,1.96
TCD,2015,1.95,1.86,1.96
TCD,2016,1.96,1.86,1.97
TCD,2017,1.96,1.86,1.97
TCD,2018,1.97,1.85,1.97
TCD,2019,1.97,1.86,1.97
TCD,2020,1.97,1.87,1.97
TGO,2000,1.94,1.85,1.93
TGO,2001,1.94,1.84,1.94
TGO,2002,1.94,1.84,1.94
TGO,2003,1.94,1.84,1.94
TGO,2004,1.94,1.84,1.94
TGO,2005,1.93,1.83,1.95
TGO,2006,1.94,1.84,1.94
TGO,2007,1.94,1.84,1.94
TGO,2008,1.94,1.84,1.94
TGO,2009,1.94,1.84,1.94
TGO,2010,1.96,1.83,1.95
TGO,2011,1.94,1.84,1.94
TGO,2012,1.95,1.83,1.94
TGO,2013,1.95,1.83,1.94
TGO,2014,1.95,1.83,1.94
TGO,2015,1.94,1.84,1.93
TGO,2016,1.95,1.83,1.94
TGO,2017,1.95,1.83,1.94
TGO,2018,1.95,1.83,1.94
TGO,2019,1.95,1.83,1.94
TGO,2020,1.95,1.83,1.94
THA,2000,1.84,1.87,1.81
THA,2001,1.85,1.88,1.82
THA,2002,1.85,1.88,1.82
THA,2003,1.85,1.88,1.82
THA,2004,1.85,1.88,1.82
THA,2005,1.87,1.9,1.83
THA,2006,1.86,1.89,1.82
THA,2007,1.86,1.89,1.82
THA,2008,1.86,1.89,1.82
THA,2009,1.86,1.89,1.82
THA,2010,1.86,1.89,1.82
THA,2011,1.86,1.89,1.82
THA,2012,1.86,1.89,1.82
THA,2013,1.86,1.89,1.82
THA,2014,1.86,1.89,1.82
THA,2015,1.86,1.89,1.82
THA,2016,1.86,1.89,1.82
THA,2017,1.86,1.89,1.82
THA,2018,1.86,1.89,1.82
THA,2019,1.86,1.89,1.82
THA,2020,1.87,1.9,1.82
TJK,2000,1.71,1.56,1.75
TJK,2001,1.77,1.62,1.81
TJK,2002,1.78,1.62,1.82
TJK,2003,1.79,1.63,1.83
TJK,2004,1.79,1.64,1.83
TJK,2005,1.87,1.7,1.91
TJK,2006,1.81,1.65,1.85
TJK,2007,1.82,1.66,1.86
TJK,2008,1.82,1.67,1.86
TJK,2009,1.83,1.67,1.87
TJK,2010,1.86,1.71,1.9
TJK,2011,1.84,1.69,1.89
TJK,2012,1.85,1.7,1.89
TJK,2013,1.86,1.7,1.9
TJK,2014,1.87,1.71,1.91
TJK,2015,1.85,1.7,1.9
TJK,2016,1.88,1.72,1.92
TJK,2017,1.89,1.73,1.93
TJK,2018,1.88,1.72,1.92
TJK,2019,1.9,1.74,1.94
TJK,2020,1.91,1.75,1.95
TKM,2000,2.04,1.88,2.09
TKM,2001,2.05,1.88,2.09
TKM,2002,2.05,1.88,2.09
TKM,2003,2.05,1.88,2.09
TKM,2004,2.05,1.88,2.1
TKM,2005,2.06,1.88,2.1
TKM,2006,2.05,1.88,2.1
TKM,2007,2.05,1.88,2.1
TKM,2008,2.05,1.88,2.1
TKM,2009,2.05,1.88,2.1
TKM,2010,2.06,1.89,2.1
TKM,2011,2.05,1.88,2.1
TKM,2012,2.06,1.88,2.1
TKM,2013,2.06,1.89,2.1
TKM,2014,2.06,1.89,2.1
TKM,2015,2.06,1.88,2.1
TKM,2016,2.06,1.89,2.11
TKM,2017,2.06,1.89,2.11
TKM,2018,2.05,1.89,2.11
TKM,2019,2.06,1.89,2.11
TKM,2020,2.06,1.89,2.11
TLS,2000,1.32,1.27,1.29
TLS,2001,1.33,1.28,1.29
TLS,2002,1.33,1.28,1.29
TLS,2003,1.33,1.28,1.29
TLS,2004,1.33,1.28,1.29
TLS,2005,1.33,1.28,1.29
TLS,2006,1.33,1.28,1.3
TLS,2007,1.33,1.28,1.3
TLS,2008,1.33,1.28,1.3
TLS,2009,1.33,1.28,1.3
TLS,2010,1.34,1.29,1.31
TLS,2011,1.33,1.28,1.3
TLS,2012,1.33,1.28,1.31
TLS,2013,1.33,1.28,1.31
TLS,2014,1.34,1.28,1.31
TLS,2015,1.34,1.28,1.31
TLS,2016,1.34,1.28,1.31
TLS,2017,1.34,1.28,1.31
TLS,2018,1.33,1.27,1.31
TLS,2019,1.34,1.28,1.31
TLS,2020,1.34,1.28,1.32
TON,2000,1.3,1.26,1.26
TON,2001,1.31,1.26,1.27
TON,2002,1.31,1.26,1.27
TON,2003,1.31,1.26,1.27
TON,2004,1.31,1.26,1.28
TON,2005,1.31,1.26,1.28
TON,2006,1.31,1.26,1.28
TON,2007,1.31,1.26,1.28
TON,2008,1.31,1.26,1.28
TON,2009,1.31,1.27,1.28
TON,2010,1.32,1.27,1.3
TON,2011,1.31,1.27,1.29
TON,2012,1.31,1.27,1.29
TON,2013,1.31,1.27,1.29
TON,2014,1.32,1.27,1.29
TON,2015,1.32,1.27,1.3
TON,2016,1.32,1.27,1.3
TON,2017,1.32,1.27,1.3
TON,2018,1.31,1.27,1.29
TON,2019,1.32,1.27,1.3
TON,2020,1.32,1.27,1.31
TTO,2000,2.76,2.6,2.9
TTO,2001,2.76,2.6,2.9
TTO,2002,2.74,2.58,2.88
TTO,2003,2.72,2.56,2.86
TTO,2004,2.7,2.54,2.84
TTO,2005,2.77,2.61,2.91
TTO,2006,2.66,2.51,2.8
TTO,2007,2.64,2.49,2.78
TTO,2008,2.62,2.47,2.76
TTO,2009,2.61,2.45,2.74
TTO,2010,2.48,2.33,2.61
TTO,2011,2.57,2.41,2.7
TTO,2012,2.55,2.4,2.68
TTO,2013,2.53,2.38,2.66
TTO,2014,2.51,2.36,2.64
TTO,2015,2.48,2.33,2.61
TTO,2016,2.47,2.32,2.6
TTO,2017,2.45,2.31,2.58
TTO,2018,2.48,2.33,2.61
TTO,2019,2.42,2.27,2.54
TTO,2020,2.4,2.25,2.52
TUN,2000,3.42,3.24,3.59
TUN,2001,3.43,3.25,3.6
TUN,2002,3.43,3.25,3.6
TUN,2003,3.43,3.25,3.6
TUN,2004,3.43,3.25,3.6
TUN,2005,3.43,3.25,3.6
TUN,2006,3.44,3.26,3.61
TUN,2007,3.44,3.26,3.61
TUN,2008,3.44,3.26,3.61
TUN,2009,3.45,3.26,3.62
TUN,2010,3.47,3.28,3.64
TUN,2011,3.45,3.26,3.62
TUN,2012,3.45,3.27,3.62
TUN,2013,3.46,3.27,3.63
TUN,2014,3.46,3.27,3.63
TUN,2015,3.46,3.27,3.63
TUN,2016,3.46,3.27,3.63
TUN,2017,3.47,3.28,3.64
TUN,2018,3.46,3.27,3.63
TUN,2019,3.47,3.28,3.64
TUN,2020,3.47,3.28,3.64
TUR,2000,3.61,3.47,3.75
TUR,2001,3.59,3.45,3.72
TUR,2002,3.59,3.45,3.72
TUR,2003,3.59,3.45,3.72
TUR,2004,3.59,3.45,3.73
TUR,2005,3.57,3.43,3.7
TUR,2006,3.59,3.45,3.73
TUR,2007,3.59,3.46,3.73
TUR,2008,3.59,3.46,3.73
TUR,2009,3.6,3.46,3.73
TUR,2010,3.57,3.44,3.71
TUR,2011,3.6,3.46,3.74
TUR,2012,3.6,3.46,3.74
TUR,2013,3.6,3.46,3.74
TUR,2014,3.6,3.47,3.74
TUR,2015,3.61,3.48,3.75
TUR,2016,3.6,3.47,3.74
TUR,2017,3.6,3.47,3.74
TUR,2018,3.62,3.48,3.76
TUR,2019,3.61,3.47,3.75
TUR,2020,3.61,3.48,3.75
TWN,2000,1.49,1.53,1.46
TWN,2001,1.51,1.54,1.48
TWN,2002,1.51,1.55,1.48
TWN,2003,1.51,1.55,1.48
TWN,2004,1.52,1.55,1.49
TWN,2005,1.53,1.56,1.5
TWN,2006,1.53,1.56,1.5
TWN,2007,1.53,1.56,1.5
TWN,2008,1.53,1.57,1.5
TWN,2009,1.54,1.57,1.51
TWN,2010,1.56,1.59,1.53
TWN,2011,1.55,1.58,1.52
TWN,2012,1.55,1.58,1.52
TWN,2013,1.55,1.58,1.52
TWN,2014,1.56,1.59,1.53
TWN,2015,1.56,1.59,1.53
TWN,2016,1.56,1.59,1.53
TWN,2017,1.57,1.6,1.54
TWN,2018,1.56,1.59,1.53
TWN,2019,1.58,1.6,1.55
TWN,2020,1.58,1.61,1.55
TZA,2000,2.33,2.28,2.37
TZA,2001,2.36,2.31,2.4
TZA,2002,2.35,2.3,2.39
TZA,2003,2.35,2.3,2.38
TZA,2004,2.34,2.29,2.38
TZA,2005,2.35,2.3,2.38
TZA,2006,2.33,2.28,2.36
TZA,2007,2.32,2.27,2.36
TZA,2008,2.31,2.26,2.35
TZA,2009,2.3,2.25,2.34
TZA,2010,2.36,2.31,2.4
TZA,2011,2.29,2.24,2.33
TZA,2012,2.28,2.23,2.32
TZA,2013,2.28,2.23,2.31
TZA,2014,2.27,2.22,2.31
TZA,2015,2.24,2.19,2.28
TZA,2016,2.26,2.21,2.29
TZA,2017,2.25,2.2,2.29
TZA,2018,2.22,2.17,2.26
TZA,2019,2.23,2.18,2.27
TZA,2020,2.23,2.18,2.27
UGA,2000,1.44,1.38,1.49
UGA,2001,1.44,1.39,1.49
UGA,2002,1.44,1.39,1.5
UGA,2003,1.44,1.39,1.5
UGA,2004,1.44,1.39,1.5
UGA,2005,1.44,1.39,1.5
UGA,2006,1.44,1.39,1.5
UGA,2007,1.44,1.39,1.5
UGA,2008,1.44,1.39,1.5
UGA,2009,1.45,1.39,1.5
UGA,2010,1.45,1.4,1.51
UGA,2011,1.45,1.39,1.51
UGA,2012,1.45,1.39,1.51
UGA,2013,1.45,1.39,1.51
UGA,2014,1.45,1.4,1.51
UGA,2015,1.45,1.4,1.51
UGA,2016,1.45,1.4,1.51
UGA,2017,1.45,1.4,1.51
UGA,2018,1.45,1.39,1.51
UGA,2019,1.45,1.4,1.51
UGA,2020,1.45,1.4,1.52
UKR,2000,2.03,1.88,2.06
UKR,2001,2.04,1.89,2.08
UKR,2002,2.06,1.9,2.1
UKR,2003,2.07,1.91,2.11
UKR,2004,2.09,1.92,2.13
UKR,2005,2.1,1.93,2.15
UKR,2006,2.11,1.94,2.17
UKR,2007,2.13,1.95,2.19
UKR,2008,2.14,1.96,2.2
UKR,2009,2.16,1.97,2.22
UKR,2010,2.17,1.98,2.24
UKR,2011,2.18,1.99,2.26
UKR,2012,2.2,2.0,2.28
UKR,2013,2.21,2.01,2.29
UKR,2014,2.23,2.02,2.31
UKR,2015,2.24,2.03,2.33
UKR,2016,2.25,2.04,2.35
UKR,2017,2.27,2.05,2.37
UKR,2018,2.28,2.06,2.38
UKR,2019,2.3,2.07,2.4
UKR,2020,2.31,2.08,2.42
